yyyymm	yyyymm2	av	hi
1963/10/11	1963/10/20	16.5	24.2
1963/10/21	1963/10/31	15.3	24
1963/11/1	1963/11/10	12.9	21.6
1963/11/11	1963/11/20	10.9	19.6
1963/11/21	1963/11/30	9.1	20.1
1963/12/1	1963/12/10	8.5	18.1
1963/12/11	1963/12/20	6.4	13.7
1963/12/21	1963/12/31	5.9	15.6
1964/1/1	1964/1/10	5.4	12.2
1964/1/11	1964/1/20	6	15.4
1964/1/21	1964/1/31	4.6	13.1
1964/2/1	1964/2/10	3.8	14.3
1964/2/11	1964/2/20	3.1	12
1964/2/21	1964/2/29	3.5	11.9
1964/3/1	1964/3/10	6.8	15.4
1964/3/11	1964/3/20	5.6	13.7
1964/3/21	1964/3/31	7.9	19.7
1964/4/1	1964/4/10	13.9	23.6
1964/4/11	1964/4/20	19.3	28.6
1964/4/21	1964/4/30	17.1	26.8
1964/5/1	1964/5/10	18.4	27.6
1964/5/11	1964/5/20	18.9	29.2
1964/5/21	1964/5/31	20	28.2
1964/6/1	1964/6/10	20.4	30.6
1964/6/11	1964/6/20	21	29.6
1964/6/21	1964/6/30	22.5	30.2
1964/7/1	1964/7/10	26.4	35.4
1964/7/11	1964/7/20	26.4	33.1
1964/7/21	1964/7/31	27.4	35.7
1964/8/1	1964/8/10	28.3	36.5
1964/8/11	1964/8/20	28.2	35.9
1964/8/21	1964/8/31	27.1	33.9
1964/9/1	1964/9/10	25.4	34
1964/9/11	1964/9/20	25	32.4
1964/9/21	1964/9/30	19.7	30
1964/10/1	1964/10/10	18	26.7
1964/10/11	1964/10/20	17.1	25.6
1964/10/21	1964/10/31	14.5	23.2
1964/11/1	1964/11/10	12.8	23.7
1964/11/11	1964/11/20	9.6	18.7
1964/11/21	1964/11/30	9.2	17.8
1964/12/1	1964/12/10	5.9	13.8
1964/12/11	1964/12/20	5.2	12.8
1964/12/21	1964/12/31	8.1	16.3
1965/1/1	1965/1/10	3.9	13.1
1965/1/11	1965/1/20	3	12.2
1965/1/21	1965/1/31	4.2	11.4
1965/2/1	1965/2/10	2.9	12.9
1965/2/11	1965/2/20	4.9	14.3
1965/2/21	1965/2/28	3.1	14.3
1965/3/1	1965/3/10	3.6	12.6
1965/3/11	1965/3/20	6.6	17.2
1965/3/21	1965/3/31	6.8	17.2
1965/4/1	1965/4/10	7.8	20.9
1965/4/11	1965/4/20	12.4	27.6
1965/4/21	1965/4/30	12.6	22.6
1965/5/1	1965/5/10	15.8	29.2
1965/5/11	1965/5/20	18.1	27.2
1965/5/21	1965/5/31	20	28.7
1965/6/1	1965/6/10	21.3	30
1965/6/11	1965/6/20	21.8	28.4
1965/6/21	1965/6/30	23.6	31.3
1965/7/1	1965/7/10	24.5	30.9
1965/7/11	1965/7/20	26.1	34.5
1965/7/21	1965/7/31	26.2	35.9
1965/8/1	1965/8/10	27.8	35.7
1965/8/11	1965/8/20	27.2	35.5
1965/8/21	1965/8/31	26.3	37.5
1965/9/1	1965/9/10	22.3	32
1965/9/11	1965/9/20	22.8	30.5
1965/9/21	1965/9/30	20.4	28.1
1965/10/1	1965/10/10	17.7	27.6
1965/10/11	1965/10/20	15.7	24.6
1965/10/21	1965/10/31	15.5	25.6
1965/11/1	1965/11/10	15.3	25
1965/11/11	1965/11/20	10.5	17.5
1965/11/21	1965/11/30	9.5	20.8
1965/12/1	1965/12/10	6	16.9
1965/12/11	1965/12/20	4.5	15.7
1965/12/21	1965/12/31	5.3	15
1966/1/1	1966/1/10	3.2	11.5
1966/1/11	1966/1/20	3.8	14.4
1966/1/21	1966/1/31	1.6	12.3
1966/2/1	1966/2/10	4.3	17.2
1966/2/11	1966/2/20	5.4	16
1966/2/21	1966/2/28	7.7	20.6
1966/3/1	1966/3/10	8.7	19.4
1966/3/11	1966/3/20	9	19.4
1966/3/21	1966/3/31	7.3	16.1
1966/4/1	1966/4/10	10.7	20.1
1966/4/11	1966/4/20	11.8	21
1966/4/21	1966/4/30	17.9	28.1
1966/5/1	1966/5/10	16.7	28
1966/5/11	1966/5/20	17.7	28
1966/5/21	1966/5/31	18	29.2
1966/6/1	1966/6/10	18.9	29.2
1966/6/11	1966/6/20	20.3	28.3
1966/6/21	1966/6/30	23.5	34.9
1966/7/1	1966/7/10	22	30.4
1966/7/11	1966/7/20	26	34.5
1966/7/21	1966/7/31	28.5	36.2
1966/8/1	1966/8/10	27.5	38
1966/8/11	1966/8/20	27	35.8
1966/8/21	1966/8/31	26.7	33.9
1966/9/1	1966/9/10	26.6	34.3
1966/9/11	1966/9/20	22.5	34.2
1966/9/21	1966/9/30	20.2	28.8
1966/10/1	1966/10/10	18.6	26.5
1966/10/11	1966/10/20	17.3	27
1966/10/21	1966/10/31	15.4	23.9
1966/11/1	1966/11/10	14.4	23.5
1966/11/11	1966/11/20	11.5	22.4
1966/11/21	1966/11/30	7	16.5
1966/12/1	1966/12/10	5.3	12.8
1966/12/11	1966/12/20	4.7	14.8
1966/12/21	1966/12/31	3.8	12.6
1967/1/1	1967/1/10	2.3	10.7
1967/1/11	1967/1/20	1.2	10.9
1967/1/21	1967/1/31	4.9	15.6
1967/2/1	1967/2/10	4.6	15.1
1967/2/11	1967/2/20	1.6	10.8
1967/2/21	1967/2/28	6.3	14.4
1967/3/1	1967/3/10	6.4	17.6
1967/3/11	1967/3/20	7.5	16.2
1967/3/21	1967/3/31	9.6	20.6
1967/4/1	1967/4/10	13.2	22.1
1967/4/11	1967/4/20	12.3	22.4
1967/4/21	1967/4/30	15.4	24.2
1967/5/1	1967/5/10	17.8	27.3
1967/5/11	1967/5/20	19.7	30.7
1967/5/21	1967/5/31	21.6	32.8
1967/6/1	1967/6/10	22.3	31.2
1967/6/11	1967/6/20	23.9	31.6
1967/6/21	1967/6/30	23	33.3
1967/7/1	1967/7/10	22.8	29.7
1967/7/11	1967/7/20	27	34.9
1967/7/21	1967/7/31	27.7	34.7
1967/8/1	1967/8/10	28.2	35.6
1967/8/11	1967/8/20	27.8	35
1967/8/21	1967/8/31	27	35.2
1967/9/1	1967/9/10	25.4	31.9
1967/9/11	1967/9/20	22.8	32.1
1967/9/21	1967/9/30	20.5	30
1967/10/1	1967/10/10	17.8	29.2
1967/10/11	1967/10/20	16.7	26.1
1967/10/21	1967/10/31	14.7	23.7
1967/11/1	1967/11/10	14.9	23.1
1967/11/11	1967/11/20	11.1	18.7
1967/11/21	1967/11/30	9.6	18
1967/12/1	1967/12/10	6.3	14.3
1967/12/11	1967/12/20	4.3	12.5
1967/12/21	1967/12/31	2.9	10.9
1968/1/1	1968/1/10	3.6	13.9
1968/1/11	1968/1/20	2.7	10.6
1968/1/21	1968/1/31	2.5	9.7
1968/2/1	1968/2/10	1.6	8.7
1968/2/11	1968/2/20	2.1	10
1968/2/21	1968/2/29	2.8	15.6
1968/3/1	1968/3/10	5.3	17.2
1968/3/11	1968/3/20	6.8	18.4
1968/3/21	1968/3/31	10.9	19
1968/4/1	1968/4/10	13.3	23.3
1968/4/11	1968/4/20	13.6	24.2
1968/4/21	1968/4/30	15.4	24.7
1968/5/1	1968/5/10	17.1	27.6
1968/5/11	1968/5/20	16.7	26.8
1968/5/21	1968/5/31	19.6	28.2
1968/6/1	1968/6/10	21.3	31.8
1968/6/11	1968/6/20	21.5	29.1
1968/6/21	1968/6/30	22.1	29.8
1968/7/1	1968/7/10	22.5	30.2
1968/7/11	1968/7/20	24.8	34.6
1968/7/21	1968/7/31	27.3	36
1968/8/1	1968/8/10	27.3	35.8
1968/8/11	1968/8/20	27.5	35
1968/8/21	1968/8/31	24.2	33.4
1968/9/1	1968/9/10	22.7	30.8
1968/9/11	1968/9/20	21.3	29.6
1968/9/21	1968/9/30	22.1	29.9
1968/10/1	1968/10/10	19.5	27.8
1968/10/11	1968/10/20	14.1	22.7
1968/10/21	1968/10/31	13.5	21.2
1968/11/1	1968/11/10	14.3	24.2
1968/11/11	1968/11/20	9.5	18.2
1968/11/21	1968/11/30	11.7	22.9
1968/12/1	1968/12/10	11.8	20.6
1968/12/11	1968/12/20	8.6	19.2
1968/12/21	1968/12/31	5.6	15.6
1969/1/1	1969/1/10	2.3	9.6
1969/1/11	1969/1/20	3.5	16.1
1969/1/21	1969/1/31	8	21
1969/2/1	1969/2/10	4.1	14
1969/2/11	1969/2/20	8.1	20.2
1969/2/21	1969/2/28	2.9	9.9
1969/3/1	1969/3/10	4.6	14.5
1969/3/11	1969/3/20	5.7	17.9
1969/3/21	1969/3/31	10.4	24.8
1969/4/1	1969/4/10	10.5	18.9
1969/4/11	1969/4/20	14.1	28.4
1969/4/21	1969/4/30	16.9	25.8
1969/5/1	1969/5/10	19.3	31.6
1969/5/11	1969/5/20	18.7	28.7
1969/5/21	1969/5/31	17.9	27.6
1969/6/1	1969/6/10	19.5	30.2
1969/6/11	1969/6/20	21	31
1969/6/21	1969/6/30	21.8	30
1969/7/1	1969/7/10	21.9	30.9
1969/7/11	1969/7/20	24.7	32.7
1969/7/21	1969/7/31	27.5	35.6
1969/8/1	1969/8/10	27.7	35
1969/8/11	1969/8/20	27.7	36.4
1969/8/21	1969/8/31	25.6	33.5
1969/9/1	1969/9/10	24.5	32.6
1969/9/11	1969/9/20	24.4	32.5
1969/9/21	1969/9/30	21	30.5
1969/10/1	1969/10/10	17.1	24.7
1969/10/11	1969/10/20	16.1	25.4
1969/10/21	1969/10/31	15.6	26.3
1969/11/1	1969/11/10	12.6	24.6
1969/11/11	1969/11/20	11.8	24.3
1969/11/21	1969/11/30	7.9	16.7
1969/12/1	1969/12/10	7.1	16.2
1969/12/11	1969/12/20	3.9	13.1
1969/12/21	1969/12/31	4.1	12.8
1970/1/1	1970/1/10	3.7	11.9
1970/1/11	1970/1/20	1.4	10.7
1970/1/21	1970/1/31	3.9	15
1970/2/1	1970/2/10	1.9	9.7
1970/2/11	1970/2/20	6.2	18.3
1970/2/21	1970/2/28	5.7	15
1970/3/1	1970/3/10	2.7	11.7
1970/3/11	1970/3/20	3.8	14.4
1970/3/21	1970/3/31	6.2	19.4
1970/4/1	1970/4/10	10.6	21.2
1970/4/11	1970/4/20	12.3	23.4
1970/4/21	1970/4/30	15.2	24
1970/5/1	1970/5/10	17.9	25.2
1970/5/11	1970/5/20	18.4	29.7
1970/5/21	1970/5/31	20.3	29.8
1970/6/1	1970/6/10	20.4	28.6
1970/6/11	1970/6/20	20.2	28.8
1970/6/21	1970/6/30	21.4	31.7
1970/7/1	1970/7/10	23.6	31.1
1970/7/11	1970/7/20	25.5	34.7
1970/7/21	1970/7/31	27.7	35.7
1970/8/1	1970/8/10	27.4	36.8
1970/8/11	1970/8/20	25.9	33
1970/8/21	1970/8/31	26.9	33.5
1970/9/1	1970/9/10	26.7	34.1
1970/9/11	1970/9/20	23.6	31.4
1970/9/21	1970/9/30	21	30.4
1970/10/1	1970/10/10	18.7	27.1
1970/10/11	1970/10/20	17.4	24.2
1970/10/21	1970/10/31	14.9	26.8
1970/11/1	1970/11/10	12.3	20.8
1970/11/11	1970/11/20	11.4	21.5
1970/11/21	1970/11/30	9.3	21.8
1970/12/1	1970/12/10	4.7	11.9
1970/12/11	1970/12/20	6.4	16.6
1970/12/21	1970/12/31	5.3	14.8
1971/1/1	1971/1/10	3.6	11.1
1971/1/11	1971/1/20	4.9	15.8
1971/1/21	1971/1/31	3.4	12.1
1971/2/1	1971/2/10	1.8	8.9
1971/2/11	1971/2/20	5.9	14.7
1971/2/21	1971/2/28	7.3	17.3
1971/3/1	1971/3/10	3.4	15.4
1971/3/11	1971/3/20	6.1	19.9
1971/3/21	1971/3/31	10.9	23.2
1971/4/1	1971/4/10	12.8	22.7
1971/4/11	1971/4/20	13	23
1971/4/21	1971/4/30	14.6	24.2
1971/5/1	1971/5/10	14.6	23.5
1971/5/11	1971/5/20	19.1	29.4
1971/5/21	1971/5/31	20.3	30.6
1971/6/1	1971/6/10	20.6	30
1971/6/11	1971/6/20	21.5	30.4
1971/6/21	1971/6/30	23	31.6
1971/7/1	1971/7/10	25.6	35.6
1971/7/11	1971/7/20	26.3	34.2
1971/7/21	1971/7/31	25.5	33.9
1971/8/1	1971/8/10	28	35.4
1971/8/11	1971/8/20	25.5	34.4
1971/8/21	1971/8/31	26.3	34.5
1971/9/1	1971/9/10	22.7	29.6
1971/9/11	1971/9/20	22.4	30.6
1971/9/21	1971/9/30	21.7	31
1971/10/1	1971/10/10	17.1	24.8
1971/10/11	1971/10/20	15.8	23.5
1971/10/21	1971/10/31	14.1	22.7
1971/11/1	1971/11/10	12.6	23
1971/11/11	1971/11/20	12	20.4
1971/11/21	1971/11/30	9.6	18.5
1971/12/1	1971/12/10	6.4	16.1
1971/12/11	1971/12/20	6.5	16.6
1971/12/21	1971/12/31	6.7	17.2
1972/1/1	1972/1/10	5.8	13.2
1972/1/11	1972/1/20	6.8	17.4
1972/1/21	1972/1/31	6.6	15.5
1972/2/1	1972/2/10	5.7	14.9
1972/2/11	1972/2/20	7.2	16.9
1972/2/21	1972/2/29	4	11.6
1972/3/1	1972/3/10	5.3	13.7
1972/3/11	1972/3/20	8.9	21.1
1972/3/21	1972/3/31	11.7	20.3
1972/4/1	1972/4/10	10.4	20.2
1972/4/11	1972/4/20	14.8	26.8
1972/4/21	1972/4/30	16.2	27.7
1972/5/1	1972/5/10	17	26.9
1972/5/11	1972/5/20	17.8	28
1972/5/21	1972/5/31	17.2	25
1972/6/1	1972/6/10	20.6	29.7
1972/6/11	1972/6/20	21.5	31.2
1972/6/21	1972/6/30	21.7	30.1
1972/7/1	1972/7/10	25.3	32.5
1972/7/11	1972/7/20	24.3	32.3
1972/7/21	1972/7/31	26	34.4
1972/8/1	1972/8/10	28.2	36.1
1972/8/11	1972/8/20	26.3	33.3
1972/8/21	1972/8/31	24.6	33.7
1972/9/1	1972/9/10	25.4	32.3
1972/9/11	1972/9/20	21.4	28.5
1972/9/21	1972/9/30	19.6	28.9
1972/10/1	1972/10/10	19.4	27
1972/10/11	1972/10/20	17.2	24.7
1972/10/21	1972/10/31	15.7	24.5
1972/11/1	1972/11/10	13.1	21.8
1972/11/11	1972/11/20	12.7	23.8
1972/11/21	1972/11/30	6.9	14.2
1972/12/1	1972/12/10	7.6	15.9
1972/12/11	1972/12/20	5.3	14.3
1972/12/21	1972/12/31	6.7	13.8
1973/1/1	1973/1/10	5.1	12.5
1973/1/11	1973/1/20	4.5	11.7
1973/1/21	1973/1/31	5.4	14.2
1973/2/1	1973/2/10	4.1	14.8
1973/2/11	1973/2/20	7.5	17.1
1973/2/21	1973/2/28	4.9	13.6
1973/3/1	1973/3/10	4.3	11.5
1973/3/11	1973/3/20	6.1	15.2
1973/3/21	1973/3/31	9.4	24.1
1973/4/1	1973/4/10	13.4	26.3
1973/4/11	1973/4/20	14.8	24.3
1973/4/21	1973/4/30	16.9	26.8
1973/5/1	1973/5/10	16.3	25.5
1973/5/11	1973/5/20	17.7	26.8
1973/5/21	1973/5/31	18.4	27.2
1973/6/1	1973/6/10	18.9	26.4
1973/6/11	1973/6/20	21.2	28.6
1973/6/21	1973/6/30	22.3	31.6
1973/7/1	1973/7/10	26.2	35.7
1973/7/11	1973/7/20	28.6	36
1973/7/21	1973/7/31	25.8	35.9
1973/8/1	1973/8/10	27.9	36.2
1973/8/11	1973/8/20	27.6	36
1973/8/21	1973/8/31	26.8	34.9
1973/9/1	1973/9/10	23.8	31.8
1973/9/11	1973/9/20	21.1	28.5
1973/9/21	1973/9/30	20.5	28
1973/10/1	1973/10/10	18.8	28
1973/10/11	1973/10/20	15.7	24.5
1973/10/21	1973/10/31	14.8	23.3
1973/11/1	1973/11/10	13.6	21.4
1973/11/11	1973/11/20	9.2	19
1973/11/21	1973/11/30	6.8	15
1973/12/1	1973/12/10	4.3	12
1973/12/11	1973/12/20	4.4	11.4
1973/12/21	1973/12/31	2.6	9.3
1974/1/1	1974/1/10	3.9	12.9
1974/1/11	1974/1/20	2	9.6
1974/1/21	1974/1/31	1.3	10.3
1974/2/1	1974/2/10	2.7	10
1974/2/11	1974/2/20	4.5	14.9
1974/2/21	1974/2/28	3.5	13.7
1974/3/1	1974/3/10	8.2	18.5
1974/3/11	1974/3/20	4.5	14.2
1974/3/21	1974/3/31	6.6	18.1
1974/4/1	1974/4/10	11.7	20.2
1974/4/11	1974/4/20	14.1	23.4
1974/4/21	1974/4/30	15.3	23.3
1974/5/1	1974/5/10	15.9	24.4
1974/5/11	1974/5/20	19	28.2
1974/5/21	1974/5/31	19.9	27.8
1974/6/1	1974/6/10	21.6	29.9
1974/6/11	1974/6/20	22.2	31.8
1974/6/21	1974/6/30	22.2	29.6
1974/7/1	1974/7/10	23.4	31.7
1974/7/11	1974/7/20	23.7	31
1974/7/21	1974/7/31	25.1	33.1
1974/8/1	1974/8/10	27.5	34.6
1974/8/11	1974/8/20	27.3	34.7
1974/8/21	1974/8/31	26.2	33.7
1974/9/1	1974/9/10	24.8	30.8
1974/9/11	1974/9/20	21.8	29
1974/9/21	1974/9/30	19.6	28.1
1974/10/1	1974/10/10	17.5	24.9
1974/10/11	1974/10/20	16.9	24.2
1974/10/21	1974/10/31	15.4	24
1974/11/1	1974/11/10	12.6	23.8
1974/11/11	1974/11/20	8.8	16.4
1974/11/21	1974/11/30	9	17
1974/12/1	1974/12/10	6.6	13
1974/12/11	1974/12/20	5.1	12
1974/12/21	1974/12/31	5.2	11.2
1975/1/1	1975/1/10	4.1	11.9
1975/1/11	1975/1/20	1.5	8.8
1975/1/21	1975/1/31	3.9	13.4
1975/2/1	1975/2/10	4.4	12
1975/2/11	1975/2/20	2.1	9.6
1975/2/21	1975/2/28	1.9	10.1
1975/3/1	1975/3/10	5.6	16.2
1975/3/11	1975/3/20	7.8	15.4
1975/3/21	1975/3/31	8	16.5
1975/4/1	1975/4/10	11.4	21
1975/4/11	1975/4/20	15.1	24.3
1975/4/21	1975/4/30	15.7	26.8
1975/5/1	1975/5/10	16.8	24.6
1975/5/11	1975/5/20	17.6	24.2
1975/5/21	1975/5/31	19	26.8
1975/6/1	1975/6/10	21.6	29.1
1975/6/11	1975/6/20	22.7	30
1975/6/21	1975/6/30	22.3	29.2
1975/7/1	1975/7/10	23.7	30.1
1975/7/11	1975/7/20	26.7	34.2
1975/7/21	1975/7/31	27.6	34.2
1975/8/1	1975/8/10	26.5	34.9
1975/8/11	1975/8/20	26.6	33.4
1975/8/21	1975/8/31	25.7	32.1
1975/9/1	1975/9/10	25.8	32.7
1975/9/11	1975/9/20	25.8	32.5
1975/9/21	1975/9/30	22.1	31.6
1975/10/1	1975/10/10	20.1	28.7
1975/10/11	1975/10/20	15.9	23.7
1975/10/21	1975/10/31	15.4	23.3
1975/11/1	1975/11/10	13.4	22.5
1975/11/11	1975/11/20	13.2	21.9
1975/11/21	1975/11/30	9.5	18.7
1975/12/1	1975/12/10	9.4	16.8
1975/12/11	1975/12/20	4.5	12.5
1975/12/21	1975/12/31	4.3	10.5
1976/1/1	1976/1/10	4.8	12.8
1976/1/11	1976/1/20	2.6	13.5
1976/1/21	1976/1/31	2	8.9
1976/2/1	1976/2/10	4.7	13.2
1976/2/11	1976/2/20	6.3	15.3
1976/2/21	1976/2/29	7.3	16
1976/3/1	1976/3/10	7.5	16.6
1976/3/11	1976/3/20	9.2	18.5
1976/3/21	1976/3/31	7.7	17.3
1976/4/1	1976/4/10	9	17.1
1976/4/11	1976/4/20	14.2	22.7
1976/4/21	1976/4/30	16.3	26.5
1976/5/1	1976/5/10	15.4	25.8
1976/5/11	1976/5/20	16.6	24
1976/5/21	1976/5/31	20.4	28.7
1976/6/1	1976/6/10	22	28.7
1976/6/11	1976/6/20	20.7	27.1
1976/6/21	1976/6/30	23	29.7
1976/7/1	1976/7/10	21.2	29.9
1976/7/11	1976/7/20	25.2	31.6
1976/7/21	1976/7/31	26.5	33.1
1976/8/1	1976/8/10	25.5	34.6
1976/8/11	1976/8/20	26.2	34
1976/8/21	1976/8/31	24.9	35.2
1976/9/1	1976/9/10	23.3	30.4
1976/9/11	1976/9/20	21.9	29.4
1976/9/21	1976/9/30	18.1	26.1
1976/10/1	1976/10/10	17.5	26.3
1976/10/11	1976/10/20	17.1	23.8
1976/10/21	1976/10/31	14.3	25.1
1976/11/1	1976/11/10	13.9	22.6
1976/11/11	1976/11/20	10.3	20.7
1976/11/21	1976/11/30	6.9	14.9
1976/12/1	1976/12/10	7.2	15.6
1976/12/11	1976/12/20	6.6	12.7
1976/12/21	1976/12/31	3.5	12.1
1977/1/1	1977/1/10	1.9	8.7
1977/1/11	1977/1/20	2.6	9.4
1977/1/21	1977/1/31	2.3	11.2
1977/2/1	1977/2/10	1.1	9
1977/2/11	1977/2/20	1.6	12.1
1977/2/21	1977/2/28	5.7	17.2
1977/3/1	1977/3/10	6	19.7
1977/3/11	1977/3/20	9.8	18
1977/3/21	1977/3/31	9.6	16.1
1977/4/1	1977/4/10	11	20.5
1977/4/11	1977/4/20	15.4	24.3
1977/4/21	1977/4/30	16.1	25.7
1977/5/1	1977/5/10	16.3	26
1977/5/11	1977/5/20	18.2	28
1977/5/21	1977/5/31	19.6	27.6
1977/6/1	1977/6/10	22.4	31.1
1977/6/11	1977/6/20	20.8	29.5
1977/6/21	1977/6/30	21.9	29.1
1977/7/1	1977/7/10	25.2	33
1977/7/11	1977/7/20	27.1	34.3
1977/7/21	1977/7/31	27.5	35.1
1977/8/1	1977/8/10	27.9	37.1
1977/8/11	1977/8/20	26.5	34.4
1977/8/21	1977/8/31	25.6	33.4
1977/9/1	1977/9/10	25.6	33
1977/9/11	1977/9/20	24.9	32.5
1977/9/21	1977/9/30	21.2	29.5
1977/10/1	1977/10/10	20.3	29.1
1977/10/11	1977/10/20	18	26.5
1977/10/21	1977/10/31	17.7	26.6
1977/11/1	1977/11/10	17	24.1
1977/11/11	1977/11/20	13.9	22.8
1977/11/21	1977/11/30	9.5	19.2
1977/12/1	1977/12/10	8.3	16.1
1977/12/11	1977/12/20	8.9	16.4
1977/12/21	1977/12/31	5.8	17.4
1978/1/1	1978/1/10	5.6	16.7
1978/1/11	1978/1/20	5	15.3
1978/1/21	1978/1/31	2.6	9.3
1978/2/1	1978/2/10	2.2	11.7
1978/2/11	1978/2/20	2.6	12.2
1978/2/21	1978/2/28	3.6	13
1978/3/1	1978/3/10	7.2	18
1978/3/11	1978/3/20	5.7	15.6
1978/3/21	1978/3/31	9	17.9
1978/4/1	1978/4/10	10.3	22.5
1978/4/11	1978/4/20	14.1	24.9
1978/4/21	1978/4/30	14.6	23
1978/5/1	1978/5/10	17.4	25
1978/5/11	1978/5/20	18.5	26
1978/5/21	1978/5/31	20.1	31.2
1978/6/1	1978/6/10	20.7	28.9
1978/6/11	1978/6/20	24.2	32
1978/6/21	1978/6/30	23.9	31.1
1978/7/1	1978/7/10	27.6	35.8
1978/7/11	1978/7/20	27	35
1978/7/21	1978/7/31	28.4	35.1
1978/8/1	1978/8/10	28.7	37.7
1978/8/11	1978/8/20	28.1	36.5
1978/8/21	1978/8/31	27.5	35
1978/9/1	1978/9/10	25.4	34.1
1978/9/11	1978/9/20	23.6	30.2
1978/9/21	1978/9/30	21.3	28.8
1978/10/1	1978/10/10	19.3	28.6
1978/10/11	1978/10/20	16.8	25
1978/10/21	1978/10/31	15.9	24.9
1978/11/1	1978/11/10	13.1	22.2
1978/11/11	1978/11/20	12.5	20.7
1978/11/21	1978/11/30	9.4	16.8
1978/12/1	1978/12/10	8.2	17.1
1978/12/11	1978/12/20	8.7	18.1
1978/12/21	1978/12/31	5.1	14.3
1979/1/1	1979/1/10	6.8	17.3
1979/1/11	1979/1/20	3.8	12.6
1979/1/21	1979/1/31	6.1	14.8
1979/2/1	1979/2/10	5.1	12
1979/2/11	1979/2/20	7.3	15.6
1979/2/21	1979/2/28	9.5	18.7
1979/3/1	1979/3/10	6.3	16.4
1979/3/11	1979/3/20	7.2	15
1979/3/21	1979/3/31	10.9	21.6
1979/4/1	1979/4/10	12.7	22
1979/4/11	1979/4/20	11.8	23.6
1979/4/21	1979/4/30	14.6	26.5
1979/5/1	1979/5/10	16.7	24.9
1979/5/11	1979/5/20	16.2	25.7
1979/5/21	1979/5/31	20.9	30.6
1979/6/1	1979/6/10	22	29.3
1979/6/11	1979/6/20	23.3	31
1979/6/21	1979/6/30	25.4	34
1979/7/1	1979/7/10	23.5	31.7
1979/7/11	1979/7/20	23.9	30.8
1979/7/21	1979/7/31	27.9	35.2
1979/8/1	1979/8/10	27.8	36
1979/8/11	1979/8/20	28.4	35.4
1979/8/21	1979/8/31	26.2	35
1979/9/1	1979/9/10	24.4	31.4
1979/9/11	1979/9/20	23.8	30.8
1979/9/21	1979/9/30	23.2	30.8
1979/10/1	1979/10/10	19.8	28.6
1979/10/11	1979/10/20	19.3	26.1
1979/10/21	1979/10/31	16.7	24.7
1979/11/1	1979/11/10	16.4	24.7
1979/11/11	1979/11/20	10.5	23.2
1979/11/21	1979/11/30	10.9	16.5
1979/12/1	1979/12/10	9.6	16.9
1979/12/11	1979/12/20	7.3	18.2
1979/12/21	1979/12/31	7	16.8
1980/1/1	1980/1/10	4.9	13.7
1980/1/11	1980/1/20	2.5	8.4
1980/1/21	1980/1/31	4.8	17.5
1980/2/1	1980/2/10	2.3	8.5
1980/2/11	1980/2/20	2.8	11.2
1980/2/21	1980/2/29	5.5	14.3
1980/3/1	1980/3/10	7.3	16.4
1980/3/11	1980/3/20	6.7	18.8
1980/3/21	1980/3/31	9.5	18.1
1980/4/1	1980/4/10	12.9	20.8
1980/4/11	1980/4/20	12.4	19.9
1980/4/21	1980/4/30	13.4	22.3
1980/5/1	1980/5/10	15.9	24.7
1980/5/11	1980/5/20	18.4	28.4
1980/5/21	1980/5/31	20.7	28.8
1980/6/1	1980/6/10	22	30.1
1980/6/11	1980/6/20	23.6	31.2
1980/6/21	1980/6/30	23.8	31.4
1980/7/1	1980/7/10	23.9	32.6
1980/7/11	1980/7/20	24.4	34
1980/7/21	1980/7/31	25.9	35.8
1980/8/1	1980/8/10	24.9	31.8
1980/8/11	1980/8/20	25.9	34.1
1980/8/21	1980/8/31	24.5	31
1980/9/1	1980/9/10	24.6	30.8
1980/9/11	1980/9/20	24.2	30.9
1980/9/21	1980/9/30	18.7	26.9
1980/10/1	1980/10/10	19.4	26.7
1980/10/11	1980/10/20	19.9	26.9
1980/10/21	1980/10/31	12.9	20.8
1980/11/1	1980/11/10	11.5	21.9
1980/11/11	1980/11/20	12.7	22.2
1980/11/21	1980/11/30	12.2	20.1
1980/12/1	1980/12/10	8	16.8
1980/12/11	1980/12/20	4.7	12.4
1980/12/21	1980/12/31	2.8	11.5
1981/1/1	1981/1/10	2.4	9.1
1981/1/11	1981/1/20	1.1	7.2
1981/1/21	1981/1/31	2	9.9
1981/2/1	1981/2/10	3.1	10.1
1981/2/11	1981/2/20	6	16
1981/2/21	1981/2/28	1.3	9.9
1981/3/1	1981/3/10	5.3	14.1
1981/3/11	1981/3/20	9	21.1
1981/3/21	1981/3/31	10	19.4
1981/4/1	1981/4/10	11	19.8
1981/4/11	1981/4/20	13.2	22.4
1981/4/21	1981/4/30	15.8	25.9
1981/5/1	1981/5/10	17.2	28.5
1981/5/11	1981/5/20	16.8	27.3
1981/5/21	1981/5/31	18.5	29.6
1981/6/1	1981/6/10	20.3	28.5
1981/6/11	1981/6/20	21.7	28
1981/6/21	1981/6/30	23	32.2
1981/7/1	1981/7/10	24.8	33
1981/7/11	1981/7/20	28.1	36
1981/7/21	1981/7/31	27.4	34.8
1981/8/1	1981/8/10	25.7	34.5
1981/8/11	1981/8/20	26.5	34.2
1981/8/21	1981/8/31	26	34.5
1981/9/1	1981/9/10	23.5	32.6
1981/9/11	1981/9/20	20.1	26.9
1981/9/21	1981/9/30	21	28
1981/10/1	1981/10/10	18.2	26
