yyyymm	yyyymm2	av	hi
1945/10/21	1945/10/31	14.8	22.7
1945/11/1	1945/11/10	11.2	21.1
1945/11/11	1945/11/20	9.5	20.5
1945/11/21	1945/11/30	10.1	19.5
1945/12/1	1945/12/10	6.2	15.2
1945/12/11	1945/12/20	2.6	12.3
1945/12/21	1945/12/31	2	9.7
1946/1/1	1946/1/10	1.5	13.1
1946/1/11	1946/1/20	1.4	10.8
1946/1/21	1946/1/31	5.1	15.6
1946/2/1	1946/2/10	2.2	10.4
1946/2/11	1946/2/20	4.3	16.8
1946/2/21	1946/2/28	4	13.3
1946/3/1	1946/3/10	4.6	15.3
1946/3/11	1946/3/20	5.1	14.7
1946/3/21	1946/3/31	8.6	23
1946/4/1	1946/4/10	12	23.3
1946/4/11	1946/4/20	12.4	24.3
1946/4/21	1946/4/30	18	26.9
1946/5/1	1946/5/10	17.1	26.3
1946/5/11	1946/5/20	16.1	27.3
1946/5/21	1946/5/31	18	27.7
1946/6/1	1946/6/10	20.3	28.9
1946/6/11	1946/6/20	23.2	31.7
1946/6/21	1946/6/30	23.4	33.2
1946/7/1	1946/7/10	25.3	35.4
1946/7/11	1946/7/20	29	38.9
1946/7/21	1946/7/31	27.4	37.7
1946/8/1	1946/8/10	26.2	32.7
1946/8/11	1946/8/20	27	34.6
1946/8/21	1946/8/31	25.7	34.3
1946/9/1	1946/9/10	24.3	32.3
1946/9/11	1946/9/20	22	30.6
1946/9/21	1946/9/30	21.3	29.6
1946/10/1	1946/10/10	19.1	30.2
1946/10/11	1946/10/20	17	27
1946/10/21	1946/10/31	15.3	24.4
1946/11/1	1946/11/10	15.8	22.8
1946/11/11	1946/11/20	10.9	21
1946/11/21	1946/11/30	11.2	20.4
1946/12/1	1946/12/10	5.8	15.1
1946/12/11	1946/12/20	3.3	11.8
1946/12/21	1946/12/31	3.2	13.5
1947/1/1	1947/1/10	3.6	14.9
1947/1/11	1947/1/20	5.1	14
1947/1/21	1947/1/31	1.6	11.4
1947/2/1	1947/2/10	0.1	9
1947/2/11	1947/2/20	0.5	7.8
1947/2/21	1947/2/28	3.9	14.8
1947/3/1	1947/3/10	4.2	15.4
1947/3/11	1947/3/20	5.4	15.8
1947/3/21	1947/3/31	6.4	16.4
1947/4/1	1947/4/10	10.8	20.3
1947/4/11	1947/4/20	14.8	27.7
1947/4/21	1947/4/30	11.3	23.1
1947/5/1	1947/5/10	14.2	26.3
1947/5/11	1947/5/20	18	27.6
1947/5/21	1947/5/31	18.1	26.6
1947/6/1	1947/6/10	19	27.2
1947/6/11	1947/6/20	20.1	28.4
1947/6/21	1947/6/30	22.8	31.6
1947/7/1	1947/7/10	26	36.6
1947/7/11	1947/7/20	24.4	31.5
1947/7/21	1947/7/31	28	36.7
1947/8/1	1947/8/10	28.4	36.4
1947/8/11	1947/8/20	28.2	37.7
1947/8/21	1947/8/31	27.9	37.1
1947/9/1	1947/9/10	25.6	35.6
1947/9/11	1947/9/20	24	32
1947/9/21	1947/9/30	20.6	27.9
1947/10/1	1947/10/10	17.8	26
1947/10/11	1947/10/20	15.4	23.7
1947/10/21	1947/10/31	12.7	23.7
1947/11/1	1947/11/10	12.2	23.3
1947/11/11	1947/11/20	8.5	18.6
1947/11/21	1947/11/30	7.3	17.1
1947/12/1	1947/12/10	6.5	16.9
1947/12/11	1947/12/20	1.7	7.8
1947/12/21	1947/12/31	2.3	12
1948/1/1	1948/1/10	1.7	10.2
1948/1/11	1948/1/20	2.7	12.4
1948/1/21	1948/1/31	4.2	16.9
1948/2/1	1948/2/10	2.3	12.7
1948/2/11	1948/2/20	4.7	13.6
1948/2/21	1948/2/29	4.8	15.2
1948/3/1	1948/3/10	3.7	12.7
1948/3/11	1948/3/20	8.5	16.3
1948/3/21	1948/3/31	7.4	20.2
1948/4/1	1948/4/10	14.2	23.9
1948/4/11	1948/4/20	13.6	24.1
1948/4/21	1948/4/30	13.9	22.4
1948/5/1	1948/5/10	17.8	25.8
1948/5/11	1948/5/20	16.8	27.9
1948/5/21	1948/5/31	18.6	26.8
1948/6/1	1948/6/10	20	32.9
1948/6/11	1948/6/20	22.1	30.8
1948/6/21	1948/6/30	23.7	31.9
1948/7/1	1948/7/10	26.9	35.1
1948/7/11	1948/7/20	26	33.4
1948/7/21	1948/7/31	26.5	34.6
1948/8/1	1948/8/10	27.1	34.7
1948/8/11	1948/8/20	26.7	35.8
1948/8/21	1948/8/31	25.5	35.1
1948/9/1	1948/9/10	26.4	34.1
1948/9/11	1948/9/20	22.2	30
1948/9/21	1948/9/30	20	29.2
1948/10/1	1948/10/10	18.8	27.2
1948/10/11	1948/10/20	17	25.9
1948/10/21	1948/10/31	16.1	27.4
1948/11/1	1948/11/10	12.9	21.1
1948/11/11	1948/11/20	11.4	20.9
1948/11/21	1948/11/30	9.6	19.9
1948/12/1	1948/12/10	6.7	15.3
1948/12/11	1948/12/20	7.6	18.7
1948/12/21	1948/12/31	9	16.5
1949/1/1	1949/1/10	4.3	13.3
1949/1/11	1949/1/20	3.6	11.7
1949/1/21	1949/1/31	6.2	15.2
1949/2/1	1949/2/10	5.8	14.6
1949/2/11	1949/2/20	4.8	15.9
1949/2/21	1949/2/28	7	15.3
1949/3/1	1949/3/10	4	13.5
1949/3/11	1949/3/20	6.2	17.9
1949/3/21	1949/3/31	6.6	15.8
1949/4/1	1949/4/10	8.4	17.2
1949/4/11	1949/4/20	10.3	22.7
1949/4/21	1949/4/30	13.2	22.4
1949/5/1	1949/5/10	15.9	28.3
1949/5/11	1949/5/20	18.3	27.7
1949/5/21	1949/5/31	18.8	28.4
1949/6/1	1949/6/10	19.8	29.1
1949/6/11	1949/6/20	20.9	28.7
1949/6/21	1949/6/30	21.6	28.1
1949/7/1	1949/7/10	22.1	30
1949/7/11	1949/7/20	26.7	34.2
1949/7/21	1949/7/31	26.9	35
1949/8/1	1949/8/10	27.3	35.1
1949/8/11	1949/8/20	26.8	34
1949/8/21	1949/8/31	26.5	34.6
1949/9/1	1949/9/10	24.9	31.7
1949/9/11	1949/9/20	22.4	32.1
1949/9/21	1949/9/30	20.7	29.8
1949/10/1	1949/10/10	17.2	25.4
1949/10/11	1949/10/20	16	25.1
1949/10/21	1949/10/31	14.1	22.6
1949/11/1	1949/11/10	10.9	18.1
1949/11/11	1949/11/20	9.5	19.1
1949/11/21	1949/11/30	10.7	19.2
1949/12/1	1949/12/10	8.3	18.3
1949/12/11	1949/12/20	7	14.7
1949/12/21	1949/12/31	3.9	12.4
1950/1/1	1950/1/10	3.6	14.2
1950/1/11	1950/1/20	4.6	15.2
1950/1/21	1950/1/31	5.6	16.8
1950/2/1	1950/2/10	5.1	16
1950/2/11	1950/2/20	3.9	11.5
1950/2/21	1950/2/28	3.5	15.3
1950/3/1	1950/3/10	7.4	17.9
1950/3/11	1950/3/20	5.2	16.9
1950/3/21	1950/3/31	8.5	20.5
1950/4/1	1950/4/10	11.9	22
1950/4/11	1950/4/20	14.7	24.2
1950/4/21	1950/4/30	15.9	26.5
1950/5/1	1950/5/10	18.3	25.2
1950/5/11	1950/5/20	20	30.5
1950/5/21	1950/5/31	18.6	27.9
1950/6/1	1950/6/10	20.2	28.8
1950/6/11	1950/6/20	20.9	29.4
1950/6/21	1950/6/30	24	33.8
1950/7/1	1950/7/10	25.2	36.7
1950/7/11	1950/7/20	26	34.2
1950/7/21	1950/7/31	26.5	33.8
1950/8/1	1950/8/10	27	33.6
1950/8/11	1950/8/20	27.3	33.8
1950/8/21	1950/8/31	25.9	34.5
1950/9/1	1950/9/10	25.2	32.3
1950/9/11	1950/9/20	24.6	32.4
1950/9/21	1950/9/30	19.1	27.3
1950/10/1	1950/10/10	16.5	25.6
1950/10/11	1950/10/20	18.6	27.1
1950/10/21	1950/10/31	13.3	26.8
1950/11/1	1950/11/10	14.4	22.3
1950/11/11	1950/11/20	10.1	20.6
1950/11/21	1950/11/30	9.3	20.8
1950/12/1	1950/12/10	5.9	12.8
1950/12/11	1950/12/20	5.9	15.7
1950/12/21	1950/12/31	3	11.9
1951/1/1	1951/1/10	3.3	10.6
1951/1/11	1951/1/20	3.7	12.2
1951/1/21	1951/1/31	2.5	13.3
1951/2/1	1951/2/10	2.4	12.7
1951/2/11	1951/2/20	2.8	11.5
1951/2/21	1951/2/28	9.1	18.2
1951/3/1	1951/3/10	5.5	16.2
1951/3/11	1951/3/20	8.5	20
1951/3/21	1951/3/31	8.2	17.2
1951/4/1	1951/4/10	12.2	21.7
1951/4/11	1951/4/20	11.7	21.6
1951/4/21	1951/4/30	13.3	23
1951/5/1	1951/5/10	16	26.7
1951/5/11	1951/5/20	17.8	29.7
1951/5/21	1951/5/31	18.8	30
1951/6/1	1951/6/10	20.6	31
1951/6/11	1951/6/20	20.6	31.9
1951/6/21	1951/6/30	21.3	29.7
1951/7/1	1951/7/10	22.4	30.2
1951/7/11	1951/7/20	23.8	32
1951/7/21	1951/7/31	27.4	37.8
1951/8/1	1951/8/10	27.3	37.5
1951/8/11	1951/8/20	27.4	37
1951/8/21	1951/8/31	26.5	35.5
1951/9/1	1951/9/10	22	30.5
1951/9/11	1951/9/20	19.6	28
1951/9/21	1951/9/30	19	28.2
1951/10/1	1951/10/10	19	29.8
1951/10/11	1951/10/20	19.5	28
1951/10/21	1951/10/31	15.3	25
1951/11/1	1951/11/10	12.5	22.1
1951/11/11	1951/11/20	11.5	21.4
1951/11/21	1951/11/30	8.2	19
1951/12/1	1951/12/10	6.7	14.7
1951/12/11	1951/12/20	5.8	16.5
1951/12/21	1951/12/31	7	17.1
1952/1/1	1952/1/10	4.6	13.9
1952/1/11	1952/1/20	2.7	10.6
1952/1/21	1952/1/31	2.8	11.9
1952/2/1	1952/2/10	1.8	10.4
1952/2/11	1952/2/20	3.4	13.1
1952/2/21	1952/2/29	4	14
1952/3/1	1952/3/10	5.8	14.8
1952/3/11	1952/3/20	7.3	19.2
1952/3/21	1952/3/31	7.6	19.6
1952/4/1	1952/4/10	12	25.1
1952/4/11	1952/4/20	14.1	23.9
1952/4/21	1952/4/30	12.8	24.6
1952/5/1	1952/5/10	15.8	25.3
1952/5/11	1952/5/20	18.1	29
1952/5/21	1952/5/31	18.2	28.6
1952/6/1	1952/6/10	19.4	29.8
1952/6/11	1952/6/20	21.2	29.8
1952/6/21	1952/6/30	22.8	32.2
1952/7/1	1952/7/10	23.1	29.2
1952/7/11	1952/7/20	25.1	33.5
1952/7/21	1952/7/31	25.5	34.7
1952/8/1	1952/8/10	27.4	36.7
1952/8/11	1952/8/20	26.7	34.9
1952/8/21	1952/8/31	27.6	37
1952/9/1	1952/9/10	25.1	34.9
1952/9/11	1952/9/20	23.1	31.4
1952/9/21	1952/9/30	20.3	29.2
1952/10/1	1952/10/10	17.9	26.9
1952/10/11	1952/10/20	16.5	26.2
1952/10/21	1952/10/31	14.3	24.7
1952/11/1	1952/11/10	13.3	24
1952/11/11	1952/11/20	11.1	21.6
1952/11/21	1952/11/30	12.3	19.4
1952/12/1	1952/12/10	6.8	18.1
1952/12/11	1952/12/20	7.3	16.3
1952/12/21	1952/12/31	4.2	11
1953/1/1	1953/1/10	2.2	10.3
1953/1/11	1953/1/20	2.3	13.9
1953/1/21	1953/1/31	2.8	10.6
1953/2/1	1953/2/10	1.7	11.3
1953/2/11	1953/2/20	4.3	14.3
1953/2/21	1953/2/28	5.1	16.5
1953/3/1	1953/3/10	8.3	18.9
1953/3/11	1953/3/20	8.9	19.9
1953/3/21	1953/3/31	8.1	19.1
1953/4/1	1953/4/10	10.1	20.4
1953/4/11	1953/4/20	10.3	20.9
1953/4/21	1953/4/30	14.1	26.3
1953/5/1	1953/5/10	15.1	26.7
1953/5/11	1953/5/20	18	26.7
1953/5/21	1953/5/31	19	28.5
1953/6/1	1953/6/10	20.4	26.6
1953/6/11	1953/6/20	21.9	32.2
1953/6/21	1953/6/30	22.9	29
1953/7/1	1953/7/10	23.7	32.6
1953/7/11	1953/7/20	23.1	29.1
1953/7/21	1953/7/31	27.3	35.8
1953/8/1	1953/8/10	26.8	34.4
1953/8/11	1953/8/20	26.8	36
1953/8/21	1953/8/31	24.9	34.8
1953/9/1	1953/9/10	22.8	31.9
1953/9/11	1953/9/20	24.3	32.3
1953/9/21	1953/9/30	21.2	28.8
1953/10/1	1953/10/10	18.9	27.6
1953/10/11	1953/10/20	15.9	27.3
1953/10/21	1953/10/31	16.6	25.4
1953/11/1	1953/11/10	13.1	22.6
1953/11/11	1953/11/20	8.8	20
1953/11/21	1953/11/30	7.6	17.2
1953/12/1	1953/12/10	7.5	17.9
1953/12/11	1953/12/20	8.7	18.5
1953/12/21	1953/12/31	5.9	17
1954/1/1	1954/1/10	6.2	19
1954/1/11	1954/1/20	6.4	14.7
1954/1/21	1954/1/31	2	13.1
1954/2/1	1954/2/10	2.7	14.4
1954/2/11	1954/2/20	5.5	17.3
1954/2/21	1954/2/28	7.6	18.2
1954/3/1	1954/3/10	6.3	16.3
1954/3/11	1954/3/20	6.5	17.6
1954/3/21	1954/3/31	10	22.9
1954/4/1	1954/4/10	14.1	24.2
1954/4/11	1954/4/20	15	22.7
1954/4/21	1954/4/30	13.8	23.1
1954/5/1	1954/5/10	16.2	27.5
1954/5/11	1954/5/20	17.9	28.1
1954/5/21	1954/5/31	17.9	25.4
1954/6/1	1954/6/10	18.3	29.5
1954/6/11	1954/6/20	19.4	27.5
1954/6/21	1954/6/30	20.4	27
1954/7/1	1954/7/10	22.5	30
1954/7/11	1954/7/20	22.4	29.6
1954/7/21	1954/7/31	25.3	33.6
1954/8/1	1954/8/10	27.3	35.5
1954/8/11	1954/8/20	27.9	34.9
1954/8/21	1954/8/31	26.6	35.7
1954/9/1	1954/9/10	24.5	31.9
1954/9/11	1954/9/20	25	32.3
1954/9/21	1954/9/30	21.8	30.2
1954/10/1	1954/10/10	17.1	26.5
1954/10/11	1954/10/20	14.9	24.4
1954/10/21	1954/10/31	15.3	23.9
1954/11/1	1954/11/10	12.8	21.8
1954/11/11	1954/11/20	11	19.6
1954/11/21	1954/11/30	11.8	20
1954/12/1	1954/12/10	9.9	19.5
1954/12/11	1954/12/20	5.8	13.5
1954/12/21	1954/12/31	4.4	11.7
1955/1/1	1955/1/10	2.1	10.9
1955/1/11	1955/1/20	2.2	11.2
1955/1/21	1955/1/31	3.9	12.4
1955/2/1	1955/2/10	5.1	14.9
1955/2/11	1955/2/20	3.9	15.1
1955/2/21	1955/2/28	6.8	18.2
1955/3/1	1955/3/10	6.6	16.5
1955/3/11	1955/3/20	9	22.1
1955/3/21	1955/3/31	10.2	19.7
1955/4/1	1955/4/10	11.9	24.3
1955/4/11	1955/4/20	15.2	29.1
1955/4/21	1955/4/30	13.9	21.6
1955/5/1	1955/5/10	17.4	29.8
1955/5/11	1955/5/20	17.9	27.1
1955/5/21	1955/5/31	18	25.7
1955/6/1	1955/6/10	21.1	30.5
1955/6/11	1955/6/20	22.2	29.3
1955/6/21	1955/6/30	25.1	33.3
1955/7/1	1955/7/10	25.9	33.7
1955/7/11	1955/7/20	27.4	33.9
1955/7/21	1955/7/31	27.7	36.3
1955/8/1	1955/8/10	28.1	36.8
1955/8/11	1955/8/20	26.8	34.9
1955/8/21	1955/8/31	25.4	33.5
1955/9/1	1955/9/10	23.7	31.7
1955/9/11	1955/9/20	23.1	32.9
1955/9/21	1955/9/30	21.9	29
1955/10/1	1955/10/10	19.4	29.4
1955/10/11	1955/10/20	16.3	25.1
1955/10/21	1955/10/31	15.3	24.6
1955/11/1	1955/11/10	9.9	20.5
1955/11/11	1955/11/20	10.1	19.2
1955/11/21	1955/11/30	10.2	18.1
1955/12/1	1955/12/10	7.2	17.1
1955/12/11	1955/12/20	7	18.4
1955/12/21	1955/12/31	7	15.3
1956/1/1	1956/1/10	3.9	15.7
1956/1/11	1956/1/20	3.1	13.9
1956/1/21	1956/1/31	3.3	12.2
1956/2/1	1956/2/10	2.8	10.7
1956/2/11	1956/2/20	2.8	13.9
1956/2/21	1956/2/29	3.5	11
1956/3/1	1956/3/10	4.4	15
1956/3/11	1956/3/20	9.3	25
1956/3/21	1956/3/31	11	20.8
1956/4/1	1956/4/10	9.5	18.7
1956/4/11	1956/4/20	15.3	25.1
1956/4/21	1956/4/30	13.9	23.9
1956/5/1	1956/5/10	16.1	27.3
1956/5/11	1956/5/20	15.6	26.1
1956/5/21	1956/5/31	19.2	28.5
1956/6/1	1956/6/10	21.1	31.3
1956/6/11	1956/6/20	22.6	32.9
1956/6/21	1956/6/30	22.3	31.5
1956/7/1	1956/7/10	23	33.4
1956/7/11	1956/7/20	26.1	34.8
1956/7/21	1956/7/31	27	34.7
1956/8/1	1956/8/10	28.5	38
1956/8/11	1956/8/20	26.2	35.8
1956/8/21	1956/8/31	22.5	30.8
1956/9/1	1956/9/10	26.5	34.5
1956/9/11	1956/9/20	21.8	31.6
1956/9/21	1956/9/30	20.3	28.1
1956/10/1	1956/10/10	20.4	29.4
1956/10/11	1956/10/20	16.4	24.5
1956/10/21	1956/10/31	15.5	25
1956/11/1	1956/11/10	14	23.5
1956/11/11	1956/11/20	10.2	19.7
1956/11/21	1956/11/30	8.5	20.2
1956/12/1	1956/12/10	5.7	14.6
1956/12/11	1956/12/20	4	10.2
1956/12/21	1956/12/31	2.9	16.2
1957/1/1	1957/1/10	4.2	14.9
1957/1/11	1957/1/20	4.2	13.9
1957/1/21	1957/1/31	4.8	14.6
1957/2/1	1957/2/10	4.9	13.2
1957/2/11	1957/2/20	1.9	11.7
1957/2/21	1957/2/28	2.6	11.1
1957/3/1	1957/3/10	4.5	20.4
1957/3/11	1957/3/20	5	18
1957/3/21	1957/3/31	6.1	17.5
1957/4/1	1957/4/10	11.4	26.5
1957/4/11	1957/4/20	14.2	23.3
1957/4/21	1957/4/30	16.3	24.9
1957/5/1	1957/5/10	15.2	25
1957/5/11	1957/5/20	16.8	29
1957/5/21	1957/5/31	18	28.6
1957/6/1	1957/6/10	18.7	28.3
1957/6/11	1957/6/20	22.3	32.5
1957/6/21	1957/6/30	21.9	30
1957/7/1	1957/7/10	23.8	32.7
1957/7/11	1957/7/20	24.6	32.9
1957/7/21	1957/7/31	25.6	36.7
1957/8/1	1957/8/10	26.9	37.5
1957/8/11	1957/8/20	26.5	33.1
1957/8/21	1957/8/31	26.5	34.6
1957/9/1	1957/9/10	22.7	31.2
1957/9/11	1957/9/20	20.9	29.9
1957/9/21	1957/9/30	18.6	28.1
1957/10/1	1957/10/10	17.6	26.6
1957/10/11	1957/10/20	15.8	28
1957/10/21	1957/10/31	15.8	26.2
1957/11/1	1957/11/10	12.9	22.3
1957/11/11	1957/11/20	12.6	21.8
1957/11/21	1957/11/30	10.9	21.8
1957/12/1	1957/12/10	8.3	15.6
1957/12/11	1957/12/20	7.7	19.6
1957/12/21	1957/12/31	4.9	14.3
1958/1/1	1958/1/10	4.4	15.2
1958/1/11	1958/1/20	4.6	12.1
1958/1/21	1958/1/31	2.7	10.4
1958/2/1	1958/2/10	5.4	13.2
1958/2/11	1958/2/20	3.6	14.4
1958/2/21	1958/2/28	7	19.3
1958/3/1	1958/3/10	3.7	15.9
1958/3/11	1958/3/20	10.1	19.9
1958/3/21	1958/3/31	9.2	23
1958/4/1	1958/4/10	12.3	21.7
1958/4/11	1958/4/20	11.3	21.7
1958/4/21	1958/4/30	17.6	29.2
1958/5/1	1958/5/10	16.3	26.5
1958/5/11	1958/5/20	16	27.4
1958/5/21	1958/5/31	20.2	34.8
1958/6/1	1958/6/10	20.9	31.5
1958/6/11	1958/6/20	21.4	30.6
1958/6/21	1958/6/30	24.2	33.2
1958/7/1	1958/7/10	24.5	33.7
1958/7/11	1958/7/20	25.3	34
1958/7/21	1958/7/31	26.1	36.6
1958/8/1	1958/8/10	26.3	34.6
1958/8/11	1958/8/20	26.6	34.2
1958/8/21	1958/8/31	26.1	33
1958/9/1	1958/9/10	25.3	34.2
1958/9/11	1958/9/20	24.2	32.7
1958/9/21	1958/9/30	20.2	30.3
1958/10/1	1958/10/10	16.6	24.1
1958/10/11	1958/10/20	17.6	26.4
1958/10/21	1958/10/31	14.2	23.3
1958/11/1	1958/11/10	13.4	22.9
1958/11/11	1958/11/20	11	22.8
1958/11/21	1958/11/30	8.4	18.4
1958/12/1	1958/12/10	8.5	16.9
1958/12/11	1958/12/20	7	15.8
1958/12/21	1958/12/31	6.9	15
1959/1/1	1959/1/10	2.8	11.8
1959/1/11	1959/1/20	0.7	8.1
1959/1/21	1959/1/31	5.1	14.3
1959/2/1	1959/2/10	6.6	17
1959/2/11	1959/2/20	8.5	17.6
1959/2/21	1959/2/28	6.4	15.1
1959/3/1	1959/3/10	9.1	20.4
1959/3/11	1959/3/20	6.8	17.7
1959/3/21	1959/3/31	10.6	20.4
1959/4/1	1959/4/10	12.5	21.7
1959/4/11	1959/4/20	11.8	21.5
1959/4/21	1959/4/30	15.8	25.4
1959/5/1	1959/5/10	17.7	28.6
1959/5/11	1959/5/20	17.1	28.1
1959/5/21	1959/5/31	19.9	29.3
1959/6/1	1959/6/10	20.2	28.5
1959/6/11	1959/6/20	21.2	33.3
1959/6/21	1959/6/30	22.8	30.6
1959/7/1	1959/7/10	26.3	34.7
1959/7/11	1959/7/20	25.1	32.5
1959/7/21	1959/7/31	27.8	38.5
1959/8/1	1959/8/10	27.8	38.4
1959/8/11	1959/8/20	25.8	34.5
1959/8/21	1959/8/31	27.1	36.1
1959/9/1	1959/9/10	25.2	33.8
1959/9/11	1959/9/20	24.9	32.9
1959/9/21	1959/9/30	21.5	29.7
1959/10/1	1959/10/10	20	27.2
1959/10/11	1959/10/20	16.4	26.7
1959/10/21	1959/10/31	17.1	26.1
1959/11/1	1959/11/10	16.2	24.6
1959/11/11	1959/11/20	11.7	20.1
1959/11/21	1959/11/30	9.6	18.7
1959/12/1	1959/12/10	9	18.8
1959/12/11	1959/12/20	7.4	18.6
1959/12/21	1959/12/31	4.7	12.8
1960/1/1	1960/1/10	5.9	17.5
1960/1/11	1960/1/20	4.4	11.9
1960/1/21	1960/1/31	1.7	11.3
1960/2/1	1960/2/10	6.1	17.6
1960/2/11	1960/2/20	3.4	12.8
1960/2/21	1960/2/29	7.5	19.5
1960/3/1	1960/3/10	9.8	19.7
1960/3/11	1960/3/20	7.5	22.5
1960/3/21	1960/3/31	10.2	22.3
1960/4/1	1960/4/10	9.9	22.4
1960/4/11	1960/4/20	11.8	20.5
1960/4/21	1960/4/30	16.1	27.7
1960/5/1	1960/5/10	16.4	27.9
1960/5/11	1960/5/20	18	28.3
1960/5/21	1960/5/31	19.1	27.2
1960/6/1	1960/6/10	20.1	30.2
1960/6/11	1960/6/20	20.7	30.6
1960/6/21	1960/6/30	23.7	31.7
1960/7/1	1960/7/10	24.9	33.3
1960/7/11	1960/7/20	27.1	36.5
1960/7/21	1960/7/31	27.8	37.5
1960/8/1	1960/8/10	29.1	38.3
1960/8/11	1960/8/20	25.6	35.4
1960/8/21	1960/8/31	27	35.5
1960/9/1	1960/9/10	24.5	33.3
1960/9/11	1960/9/20	24.1	32.6
1960/9/21	1960/9/30	21.6	31.9
1960/10/1	1960/10/10	19.3	27.1
1960/10/11	1960/10/20	18	27.2
1960/10/21	1960/10/31	15	23.6
1960/11/1	1960/11/10	13.8	21.8
1960/11/11	1960/11/20	11.7	19
1960/11/21	1960/11/30	11	23.6
1960/12/1	1960/12/10	6.9	16.5
1960/12/11	1960/12/20	7.1	15.6
1960/12/21	1960/12/31	3.3	12.4
1961/1/1	1961/1/10	2.9	11.4
1961/1/11	1961/1/20	2	10
1961/1/21	1961/1/31	2.4	10.6
1961/2/1	1961/2/10	3.1	11.1
1961/2/11	1961/2/20	1.8	11.3
1961/2/21	1961/2/28	4.6	15.6
1961/3/1	1961/3/10	7.4	19.3
1961/3/11	1961/3/20	8.7	21.2
1961/3/21	1961/3/31	9.2	20.9
1961/4/1	1961/4/10	12.4	24.4
1961/4/11	1961/4/20	14.3	26.1
1961/4/21	1961/4/30	15.6	27
1961/5/1	1961/5/10	18.4	28.9
1961/5/11	1961/5/20	19.2	27.9
1961/5/21	1961/5/31	19.1	31.4
1961/6/1	1961/6/10	21	30.5
1961/6/11	1961/6/20	21.4	30.3
1961/6/21	1961/6/30	23	30.7
1961/7/1	1961/7/10	27.3	37.3
1961/7/11	1961/7/20	26.8	35.7
1961/7/21	1961/7/31	27.2	35.8
1961/8/1	1961/8/10	26.6	35.1
1961/8/11	1961/8/20	28.5	36.7
1961/8/21	1961/8/31	28.3	36.6
1961/9/1	1961/9/10	27.5	36.8
1961/9/11	1961/9/20	23.9	34.9
1961/9/21	1961/9/30	25.1	33.8
1961/10/1	1961/10/10	22	32.7
1961/10/11	1961/10/20	19.5	30.1
1961/10/21	1961/10/31	16.9	24.9
1961/11/1	1961/11/10	14.8	25.3
1961/11/11	1961/11/20	12.3	19.6
1961/11/21	1961/11/30	11.4	22.1
1961/12/1	1961/12/10	8.4	18.9
1961/12/11	1961/12/20	7.8	18.3
1961/12/21	1961/12/31	3.6	11.4
1962/1/1	1962/1/10	4.4	12.9
1962/1/11	1962/1/20	4	13.6
1962/1/21	1962/1/31	2	9.5
1962/2/1	1962/2/10	4.6	14.6
1962/2/11	1962/2/20	4	22.6
1962/2/21	1962/2/28	5.9	17.4
1962/3/1	1962/3/10	6.2	17.4
1962/3/11	1962/3/20	8.3	20.5
1962/3/21	1962/3/31	8	18.3
1962/4/1	1962/4/10	12.2	19.9
1962/4/11	1962/4/20	12.3	20.7
1962/4/21	1962/4/30	14.5	25.5
1962/5/1	1962/5/10	16.3	24.7
1962/5/11	1962/5/20	16.1	24.8
1962/5/21	1962/5/31	19.9	31.9
1962/6/1	1962/6/10	20.5	28.6
1962/6/11	1962/6/20	21.3	31.3
1962/6/21	1962/6/30	20.9	29.5
1962/7/1	1962/7/10	23	30.1
1962/7/11	1962/7/20	25.5	33.9
1962/7/21	1962/7/31	27.7	36.9
1962/8/1	1962/8/10	27.6	36.8
1962/8/11	1962/8/20	27.7	36.6
1962/8/21	1962/8/31	27.6	36.1
1962/9/1	1962/9/10	25.7	33.2
1962/9/11	1962/9/20	24.6	32.3
1962/9/21	1962/9/30	20.9	32.6
1962/10/1	1962/10/10	20.3	32.1
1962/10/11	1962/10/20	16.6	27.5
1962/10/21	1962/10/31	14.2	23
1962/11/1	1962/11/10	13.6	23.2
1962/11/11	1962/11/20	12.9	23.9
1962/11/21	1962/11/30	6.8	17.8
1962/12/1	1962/12/10	6.2	15
1962/12/11	1962/12/20	6.4	13.8
1962/12/21	1962/12/31	6.8	17.7
1963/1/1	1963/1/10	2.3	8.8
1963/1/11	1963/1/20	0.9	10.5
1963/1/21	1963/1/31	-0.2	7.9
1963/2/1	1963/2/10	2.1	9.6
1963/2/11	1963/2/20	2.7	10.9
1963/2/21	1963/2/28	2.6	11.4
1963/3/1	1963/3/10	3.8	13
1963/3/11	1963/3/20	7.6	20.5
1963/3/21	1963/3/31	10.2	21.7
1963/4/1	1963/4/10	11.6	24.7
1963/4/11	1963/4/20	15.4	24.9
1963/4/21	1963/4/30	15.2	23.4
1963/5/1	1963/5/10	16.2	26.9
1963/5/11	1963/5/20	18.9	28.9
1963/5/21	1963/5/31	20	27
1963/6/1	1963/6/10	20.2	27.2
1963/6/11	1963/6/20	22	31.7
1963/6/21	1963/6/30	26.6	34.3
1963/7/1	1963/7/10	25.2	32.5
1963/7/11	1963/7/20	27	36.5
1963/7/21	1963/7/31	27	34.7
1963/8/1	1963/8/10	27.1	35.1
1963/8/11	1963/8/20	26.6	35.4
1963/8/21	1963/8/31	25.6	33.7
1963/9/1	1963/9/10	23.3	31.3
1963/9/11	1963/9/20	20.5	27.8
1963/9/21	1963/9/30	18.4	25.6
1963/10/1	1963/10/10	17.1	27.1
